Order_ID,Order_Date,Customer_Name,Customer_Segment,Product_Name,Category,Sub_Category,Region,City,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method,Year,Month,Month_Number,Quarter,Profit_Margin,Unnamed: 20,Unnamed: 21
ORD02585,2023-01-05,Ishita Gupta,Consumer,Ergonomic Office Chair,Furniture,Chairs,North,Jaipur,4,139.9,0.1,503.62,36.81,Credit Card,2023,Jan,1,Q1,7.31,,
ORD03207,2023-01-05,Ishita Gupta,Consumer,USB-C Hub,Technology,Accessories,East,Patna,1,33.18,0.1,29.86,2.8,UPI,2023,Jan,1,Q1,9.38,,
ORD03606,2023-01-05,Aditya Rao,Consumer,Apple iPhone 13,Technology,Phones,West,Mumbai,3,663.92,0.15,1693.01,20.43,Credit Card,2023,Jan,1,Q1,1.21,,
ORD00647,2023-01-06,Aarav Mehta,Corporate,Ring Binder,Office Supplies,Binders,West,Surat,3,6.53,0.0,19.58,5.35,UPI,2023,Jan,1,Q1,27.32,,
ORD00775,2023-01-06,Neel Malhotra,Consumer,Mechanical Keyboard,Technology,Accessories,West,Nagpur,2,70.8,0.05,134.51,15.61,Net Banking,2023,Jan,1,Q1,11.61,,
ORD01314,2023-01-06,Kiara Desai,Small Business,USB-C Hub,Technology,Accessories,North,Jaipur,2,35.33,0.2,56.53,4.4,UPI,2023,Jan,1,Q1,7.78,,
ORD01617,2023-01-06,Diya Sharma,Small Business,Ring Binder,Office Supplies,Binders,North,Chandigarh,4,7.47,0.0,29.88,8.42,Debit Card,2023,Jan,1,Q1,28.18,,
ORD02299,2023-01-06,Riya Kulkarni,Consumer,Stapler,Office Supplies,Stationery,West,Surat,2,8.76,0.1,15.76,2.21,UPI,2023,Jan,1,Q1,14.02,,
ORD03179,2023-01-06,Dev Agarwal,Consumer,A4 Copy Paper,Office Supplies,Paper,North,Jaipur,2,5.69,0.0,11.37,2.14,Credit Card,2023,Jan,1,Q1,18.82,,
ORD04773,2023-01-06,Aisha Khan,Consumer,Stapler,Office Supplies,Stationery,West,Ahmedabad,1,8.44,0.2,6.75,0.86,Credit Card,2023,Jan,1,Q1,12.74,,
ORD00423,2023-01-07,Riya Kulkarni,Consumer,Logitech Wireless Mouse,Technology,Accessories,West,Mumbai,3,27.71,0.15,70.67,7.74,UPI,2023,Jan,1,Q1,10.95,,
ORD01323,2023-01-07,Meera Joshi,Consumer,HP Pavilion 15,Technology,Laptops,East,Kolkata,4,726.1,0.0,2904.39,351.51,Debit Card,2023,Jan,1,Q1,12.1,,
ORD03038,2023-01-07,Tara Menon,Consumer,Stapler,Office Supplies,Stationery,North,Delhi,1,8.72,0.05,8.28,2.04,Credit Card,2023,Jan,1,Q1,24.64,,
ORD04156,2023-01-08,Maya Thomas,Small Business,Conference Table,Furniture,Tables,South,Chennai,3,405.81,0.25,913.07,-21.3,UPI,2023,Jan,1,Q1,-2.33,,
ORD04775,2023-01-08,Arjun Nair,Consumer,Notebook Pack,Office Supplies,Stationery,East,Ranchi,5,12.77,0.2,51.08,5.11,Debit Card,2023,Jan,1,Q1,10.0,,
ORD00052,2023-01-09,Kunal Bansal,Corporate,Ball Pen Set,Office Supplies,Stationery,North,Jaipur,1,7.61,0.25,5.71,0.81,Net Banking,2023,Jan,1,Q1,14.19,,
ORD00595,2023-01-09,Diya Sharma,Small Business,Stapler,Office Supplies,Stationery,South,Coimbatore,5,9.09,0.0,45.46,10.4,UPI,2023,Jan,1,Q1,22.88,,
ORD03439,2023-01-09,Kiara Desai,Consumer,USB-C Hub,Technology,Accessories,South,Bengaluru,2,36.44,0.05,69.24,10.12,Net Banking,2023,Jan,1,Q1,14.62,,
ORD03463,2023-01-09,Maya Thomas,Small Business,Desk Organizer,Office Supplies,Storage,North,Amritsar,5,13.76,0.2,55.05,6.28,Credit Card,2023,Jan,1,Q1,11.41,,
ORD04281,2023-01-09,Sana Kapoor,Consumer,HP Laser Printer,Technology,Printers,West,Pune,4,214.98,0.1,773.94,64.97,Credit Card,2023,Jan,1,Q1,8.39,,
ORD04991,2023-01-09,Dev Agarwal,Consumer,Notebook Pack,Office Supplies,Stationery,West,Mumbai,1,11.74,0.0,11.74,3.32,Credit Card,2023,Jan,1,Q1,28.28,,
ORD01101,2023-01-10,Riya Kulkarni,Corporate,Filing Cabinet,Furniture,Storage,North,Delhi,3,93.77,0.15,239.11,4.96,Credit Card,2023,Jan,1,Q1,2.07,,
ORD02922,2023-01-10,Diya Sharma,Consumer,Bookshelf,Furniture,Storage,North,Chandigarh,3,110.95,0.05,316.22,58.88,Debit Card,2023,Jan,1,Q1,18.62,,
ORD02384,2023-01-11,Sana Kapoor,Corporate,Dell 24-inch Monitor,Technology,Monitors,East,Ranchi,1,178.76,0.2,143.0,1.38,UPI,2023,Jan,1,Q1,0.97,,
ORD00766,2023-01-12,Kabir Shah,Small Business,Lenovo IdeaPad 3,Technology,Laptops,East,Patna,1,513.07,0.15,436.11,20.67,UPI,2023,Jan,1,Q1,4.74,,
ORD04966,2023-01-12,Riya Kulkarni,Consumer,Desk Organizer,Office Supplies,Storage,North,Delhi,2,14.1,0.15,23.97,4.09,Debit Card,2023,Jan,1,Q1,17.06,,
ORD03377,2023-01-13,Vivaan Singh,Corporate,Ergonomic Office Chair,Furniture,Chairs,South,Kochi,3,137.25,0.3,288.22,-8.39,Cash,2023,Jan,1,Q1,-2.91,,
ORD00535,2023-01-14,Rahul Verma,Consumer,Study Desk,Furniture,Tables,North,Jaipur,6,183.26,0.0,1099.53,107.78,Credit Card,2023,Jan,1,Q1,9.8,,
ORD01911,2023-01-14,Riya Kulkarni,Corporate,HP Pavilion 15,Technology,Laptops,North,Jaipur,1,696.94,0.15,592.4,10.7,UPI,2023,Jan,1,Q1,1.81,,
ORD02394,2023-01-14,Dev Agarwal,Small Business,A4 Copy Paper,Office Supplies,Paper,East,Patna,4,5.95,0.25,17.84,1.76,Debit Card,2023,Jan,1,Q1,9.87,,
ORD02940,2023-01-14,Riya Kulkarni,Consumer,Notebook Pack,Office Supplies,Stationery,South,Chennai,4,12.32,0.05,46.8,10.4,Net Banking,2023,Jan,1,Q1,22.22,,
ORD04838,2023-01-14,Sana Kapoor,Corporate,Logitech Wireless Mouse,Technology,Accessories,East,Patna,5,29.82,0.2,119.27,9.55,Net Banking,2023,Jan,1,Q1,8.01,,
ORD00395,2023-01-15,Aisha Khan,Consumer,Lenovo IdeaPad 3,Technology,Laptops,North,Lucknow,6,496.11,0.0,2976.64,314.45,Credit Card,2023,Jan,1,Q1,10.56,,
ORD01952,2023-01-15,Kiara Desai,Consumer,Desk Organizer,Office Supplies,Storage,South,Chennai,2,13.98,0.0,27.95,7.02,Credit Card,2023,Jan,1,Q1,25.12,,
ORD02719,2023-01-15,Meera Joshi,Consumer,Conference Table,Furniture,Tables,North,Lucknow,5,399.66,0.15,1698.55,4.19,UPI,2023,Jan,1,Q1,0.25,,
ORD02958,2023-01-15,Tara Menon,Consumer,Bookshelf,Furniture,Storage,South,Kochi,3,102.59,0.1,276.99,28.74,Debit Card,2023,Jan,1,Q1,10.38,,
ORD04305,2023-01-15,Rahul Verma,Consumer,Ball Pen Set,Office Supplies,Stationery,South,Chennai,2,7.66,0.3,10.72,1.28,Debit Card,2023,Jan,1,Q1,11.94,,
ORD00841,2023-01-16,Aarav Mehta,Consumer,Notebook Pack,Office Supplies,Stationery,East,Kolkata,4,12.81,0.0,51.23,12.4,Debit Card,2023,Jan,1,Q1,24.2,,
ORD02539,2023-01-16,Vivaan Singh,Corporate,Bookshelf,Furniture,Storage,North,Lucknow,2,113.16,0.25,169.75,0.52,UPI,2023,Jan,1,Q1,0.31,,
ORD03218,2023-01-16,Tara Menon,Corporate,Ball Pen Set,Office Supplies,Stationery,South,Chennai,6,8.54,0.0,51.23,13.77,Net Banking,2023,Jan,1,Q1,26.88,,
ORD03321,2023-01-16,Kabir Shah,Consumer,Notebook Pack,Office Supplies,Stationery,East,Guwahati,2,11.43,0.2,18.29,3.46,Credit Card,2023,Jan,1,Q1,18.92,,
ORD00205,2023-01-17,Tara Menon,Consumer,Dell 24-inch Monitor,Technology,Monitors,West,Ahmedabad,2,171.62,0.15,291.76,10.52,UPI,2023,Jan,1,Q1,3.61,,
ORD02023,2023-01-17,Vivaan Singh,Corporate,Dell 24-inch Monitor,Technology,Monitors,North,Chandigarh,2,179.75,0.25,269.62,6.62,Net Banking,2023,Jan,1,Q1,2.46,,
ORD04418,2023-01-17,Kabir Shah,Consumer,A4 Copy Paper,Office Supplies,Paper,South,Chennai,2,6.36,0.3,8.9,0.42,UPI,2023,Jan,1,Q1,4.72,,
ORD00519,2023-01-18,Rahul Verma,Small Business,Apple iPhone 13,Technology,Phones,East,Bhubaneswar,5,641.05,0.15,2724.46,-72.23,UPI,2023,Jan,1,Q1,-2.65,,
ORD02115,2023-01-18,Rohan Patel,Small Business,Ergonomic Office Chair,Furniture,Chairs,East,Bhubaneswar,5,138.15,0.0,690.75,102.66,Debit Card,2023,Jan,1,Q1,14.86,,
ORD03996,2023-01-18,Rahul Verma,Corporate,Ball Pen Set,Office Supplies,Stationery,South,Kochi,1,7.84,0.15,6.67,1.09,Net Banking,2023,Jan,1,Q1,16.34,,
ORD04222,2023-01-18,Arjun Nair,Consumer,Stapler,Office Supplies,Stationery,East,Ranchi,1,9.38,0.2,7.5,0.85,Debit Card,2023,Jan,1,Q1,11.33,,
ORD03801,2023-01-19,Aditya Rao,Consumer,Stapler,Office Supplies,Stationery,South,Hyderabad,1,8.59,0.2,6.87,0.7,Debit Card,2023,Jan,1,Q1,10.19,,
ORD01568,2023-01-20,Aarav Mehta,Consumer,Lenovo IdeaPad 3,Technology,Laptops,South,Chennai,2,499.95,0.15,849.92,51.02,UPI,2023,Jan,1,Q1,6.0,,
ORD02052,2023-01-20,Maya Thomas,Consumer,Ball Pen Set,Office Supplies,Stationery,West,Mumbai,4,8.2,0.1,29.51,5.47,Credit Card,2023,Jan,1,Q1,18.54,,
ORD02571,2023-01-20,Aditya Rao,Consumer,Notebook Pack,Office Supplies,Stationery,North,Jaipur,1,12.82,0.15,10.9,2.19,Net Banking,2023,Jan,1,Q1,20.09,,
ORD03071,2023-01-20,Aisha Khan,Consumer,Conference Table,Furniture,Tables,West,Pune,2,445.4,0.15,757.17,53.82,Debit Card,2023,Jan,1,Q1,7.11,,
ORD04816,2023-01-20,Tara Menon,Small Business,USB-C Hub,Technology,Accessories,South,Bengaluru,3,34.84,0.0,104.51,18.09,Debit Card,2023,Jan,1,Q1,17.31,,
ORD00812,2023-01-21,Riya Kulkarni,Corporate,Notebook Pack,Office Supplies,Stationery,West,Pune,5,11.61,0.25,43.54,2.89,Net Banking,2023,Jan,1,Q1,6.64,,
ORD02534,2023-01-21,Rahul Verma,Corporate,Ball Pen Set,Office Supplies,Stationery,West,Ahmedabad,4,7.45,0.3,20.87,2.69,UPI,2023,Jan,1,Q1,12.89,,
ORD03532,2023-01-21,Kiara Desai,Small Business,Notebook Pack,Office Supplies,Stationery,West,Pune,2,12.15,0.0,24.31,5.86,UPI,2023,Jan,1,Q1,24.11,,
ORD04792,2023-01-21,Arjun Nair,Small Business,Filing Cabinet,Furniture,Storage,South,Kochi,2,96.04,0.05,182.47,18.74,Credit Card,2023,Jan,1,Q1,10.27,,
ORD00239,2023-01-22,Ishita Gupta,Consumer,USB-C Hub,Technology,Accessories,South,Hyderabad,3,32.55,0.25,73.25,2.73,UPI,2023,Jan,1,Q1,3.73,,
ORD00683,2023-01-22,Rahul Verma,Corporate,Ball Pen Set,Office Supplies,Stationery,West,Pune,2,7.55,0.15,12.84,2.8,UPI,2023,Jan,1,Q1,21.81,,
ORD01949,2023-01-22,Vivaan Singh,Consumer,Samsung Galaxy A54,Technology,Phones,North,Chandigarh,2,312.75,0.15,531.68,12.48,Cash,2023,Jan,1,Q1,2.35,,
ORD00826,2023-01-23,Aditya Rao,Consumer,Notebook Pack,Office Supplies,Stationery,South,Coimbatore,1,12.45,0.15,10.59,1.82,Net Banking,2023,Jan,1,Q1,17.19,,
ORD01929,2023-01-23,Meera Joshi,Corporate,HP Pavilion 15,Technology,Laptops,North,Amritsar,3,681.5,0.2,1635.6,-2.18,Credit Card,2023,Jan,1,Q1,-0.13,,
ORD04337,2023-01-23,Aarav Mehta,Consumer,Ball Pen Set,Office Supplies,Stationery,East,Ranchi,1,7.8,0.05,7.41,2.14,UPI,2023,Jan,1,Q1,28.88,,
ORD04501,2023-01-23,Rohan Patel,Consumer,USB-C Hub,Technology,Accessories,East,Ranchi,1,36.97,0.15,31.42,2.48,Cash,2023,Jan,1,Q1,7.89,,
ORD00797,2023-01-24,Meera Joshi,Corporate,Samsung Galaxy A54,Technology,Phones,North,Amritsar,3,328.93,0.15,838.77,18.63,UPI,2023,Jan,1,Q1,2.22,,
ORD04167,2023-01-24,Dev Agarwal,Corporate,HP Laser Printer,Technology,Printers,East,Patna,1,202.13,0.15,171.81,6.03,Credit Card,2023,Jan,1,Q1,3.51,,
ORD04403,2023-01-24,Diya Sharma,Corporate,Ball Pen Set,Office Supplies,Stationery,West,Mumbai,2,8.36,0.25,12.54,1.77,UPI,2023,Jan,1,Q1,14.11,,
ORD01045,2023-01-25,Aditya Rao,Consumer,Apple iPhone 13,Technology,Phones,West,Surat,3,689.73,0.0,2069.18,136.13,Credit Card,2023,Jan,1,Q1,6.58,,
ORD02873,2023-01-25,Arjun Nair,Consumer,Lenovo IdeaPad 3,Technology,Laptops,North,Jaipur,3,531.31,0.0,1593.94,97.1,UPI,2023,Jan,1,Q1,6.09,,
ORD03459,2023-01-25,Aditya Rao,Small Business,HP Pavilion 15,Technology,Laptops,South,Hyderabad,2,673.1,0.05,1278.88,78.02,Debit Card,2023,Jan,1,Q1,6.1,,
ORD03805,2023-01-25,Maya Thomas,Corporate,Apple iPhone 13,Technology,Phones,North,Chandigarh,3,619.29,0.1,1672.07,52.12,Credit Card,2023,Jan,1,Q1,3.12,,
ORD03879,2023-01-25,Diya Sharma,Consumer,Study Desk,Furniture,Tables,West,Nagpur,4,191.1,0.1,687.97,35.38,UPI,2023,Jan,1,Q1,5.14,,
ORD04136,2023-01-25,Vivaan Singh,Consumer,Mechanical Keyboard,Technology,Accessories,East,Bhubaneswar,5,74.74,0.0,373.7,50.76,Debit Card,2023,Jan,1,Q1,13.58,,
ORD04450,2023-01-25,Ishita Gupta,Consumer,Lenovo IdeaPad 3,Technology,Laptops,North,Jaipur,10,488.25,0.0,4882.5,755.84,UPI,2023,Jan,1,Q1,15.48,,
ORD00270,2023-01-26,Ishita Gupta,Corporate,Lenovo IdeaPad 3,Technology,Laptops,South,Chennai,5,530.64,0.0,2653.21,242.46,UPI,2023,Jan,1,Q1,9.14,,
ORD01894,2023-01-26,Rahul Verma,Consumer,Ring Binder,Office Supplies,Binders,South,Kochi,1,7.47,0.1,6.72,1.5,Credit Card,2023,Jan,1,Q1,22.32,,
ORD04248,2023-01-26,Rohan Patel,Consumer,Notebook Pack,Office Supplies,Stationery,South,Hyderabad,1,12.08,0.15,10.27,1.12,UPI,2023,Jan,1,Q1,10.91,,
ORD00150,2023-01-27,Vivaan Singh,Consumer,Ring Binder,Office Supplies,Binders,South,Bengaluru,3,6.54,0.0,19.63,4.39,Debit Card,2023,Jan,1,Q1,22.36,,
ORD01902,2023-01-27,Vivaan Singh,Consumer,USB-C Hub,Technology,Accessories,West,Pune,4,34.56,0.2,110.59,7.56,UPI,2023,Jan,1,Q1,6.84,,
ORD02031,2023-01-27,Rahul Verma,Corporate,Ball Pen Set,Office Supplies,Stationery,South,Kochi,1,8.21,0.2,6.57,1.04,UPI,2023,Jan,1,Q1,15.83,,
ORD00085,2023-01-28,Sana Kapoor,Corporate,Logitech Wireless Mouse,Technology,Accessories,North,Amritsar,1,26.29,0.2,21.03,1.88,Net Banking,2023,Jan,1,Q1,8.94,,
ORD00136,2023-01-28,Meera Joshi,Consumer,Dell 24-inch Monitor,Technology,Monitors,West,Mumbai,2,165.13,0.1,297.23,27.53,UPI,2023,Jan,1,Q1,9.26,,
ORD02038,2023-01-28,Rahul Verma,Consumer,Lenovo IdeaPad 3,Technology,Laptops,South,Coimbatore,2,514.82,0.2,823.72,-19.51,UPI,2023,Jan,1,Q1,-2.37,,
ORD00872,2023-01-29,Aarav Mehta,Small Business,HP Pavilion 15,Technology,Laptops,South,Bengaluru,1,694.33,0.0,694.33,72.7,Credit Card,2023,Jan,1,Q1,10.47,,
ORD01069,2023-01-29,Vivaan Singh,Consumer,HP Pavilion 15,Technology,Laptops,West,Pune,1,698.77,0.1,628.89,51.85,UPI,2023,Jan,1,Q1,8.24,,
ORD02350,2023-01-29,Aisha Khan,Consumer,Lenovo IdeaPad 3,Technology,Laptops,West,Pune,1,518.75,0.15,440.94,38.24,UPI,2023,Jan,1,Q1,8.67,,
ORD03793,2023-01-29,Kabir Shah,Small Business,A4 Copy Paper,Office Supplies,Paper,North,Chandigarh,2,6.05,0.0,12.1,2.59,Cash,2023,Jan,1,Q1,21.4,,
ORD04859,2023-01-29,Dev Agarwal,Consumer,Mechanical Keyboard,Technology,Accessories,South,Chennai,1,74.76,0.05,71.03,10.8,UPI,2023,Jan,1,Q1,15.2,,
ORD01356,2023-01-30,Tara Menon,Corporate,Logitech Wireless Mouse,Technology,Accessories,North,Delhi,2,28.03,0.0,56.07,8.41,UPI,2023,Jan,1,Q1,15.0,,
ORD01721,2023-01-30,Sana Kapoor,Corporate,Logitech Wireless Mouse,Technology,Accessories,South,Bengaluru,6,28.89,0.05,164.67,23.66,Debit Card,2023,Jan,1,Q1,14.37,,
ORD02887,2023-01-30,Neel Malhotra,Corporate,Logitech Wireless Mouse,Technology,Accessories,West,Mumbai,1,26.96,0.05,25.61,4.54,Debit Card,2023,Jan,1,Q1,17.73,,
ORD04559,2023-01-30,Sana Kapoor,Consumer,Desk Organizer,Office Supplies,Storage,East,Patna,10,14.1,0.05,133.95,22.36,Cash,2023,Jan,1,Q1,16.69,,
ORD00227,2023-01-31,Neel Malhotra,Corporate,Bookshelf,Furniture,Storage,North,Chandigarh,2,107.06,0.25,160.59,-2.85,Credit Card,2023,Jan,1,Q1,-1.77,,
ORD00590,2023-01-31,Neel Malhotra,Consumer,Lenovo IdeaPad 3,Technology,Laptops,South,Hyderabad,1,506.3,0.05,480.99,22.55,UPI,2023,Jan,1,Q1,4.69,,
ORD02130,2023-01-31,Ishita Gupta,Corporate,Stapler,Office Supplies,Stationery,South,Kochi,2,8.86,0.05,16.84,3.82,UPI,2023,Jan,1,Q1,22.68,,
ORD02557,2023-01-31,Diya Sharma,Consumer,Mechanical Keyboard,Technology,Accessories,East,Bhubaneswar,1,68.23,0.0,68.23,7.16,UPI,2023,Jan,1,Q1,10.49,,
ORD03308,2023-01-31,Aisha Khan,Consumer,Filing Cabinet,Furniture,Storage,South,Hyderabad,2,98.37,0.1,177.07,10.13,Credit Card,2023,Jan,1,Q1,5.72,,
ORD03699,2023-01-31,Kunal Bansal,Consumer,Study Desk,Furniture,Tables,West,Mumbai,1,174.34,0.2,139.47,-1.39,Debit Card,2023,Jan,1,Q1,-1.0,,
ORD04338,2023-01-31,Neel Malhotra,Corporate,Bookshelf,Furniture,Storage,South,Chennai,3,109.55,0.15,279.34,16.03,Debit Card,2023,Jan,1,Q1,5.74,,
ORD02581,2023-02-01,Neel Malhotra,Consumer,Filing Cabinet,Furniture,Storage,South,Hyderabad,2,90.52,0.05,171.98,22.39,Debit Card,2023,Feb,2,Q1,13.02,,
ORD03333,2023-02-01,Tara Menon,Small Business,Dell 24-inch Monitor,Technology,Monitors,East,Bhubaneswar,3,177.69,0.2,426.47,16.38,Credit Card,2023,Feb,2,Q1,3.84,,
ORD04380,2023-02-01,Rohan Patel,Corporate,Stapler,Office Supplies,Stationery,North,Lucknow,1,8.92,0.15,7.59,1.25,UPI,2023,Feb,2,Q1,16.47,,
ORD01205,2023-02-02,Ishita Gupta,Corporate,HP Laser Printer,Technology,Printers,West,Pune,1,213.54,0.15,181.51,6.39,Net Banking,2023,Feb,2,Q1,3.52,,
ORD01318,2023-02-02,Diya Sharma,Consumer,Desk Organizer,Office Supplies,Storage,East,Ranchi,5,13.24,0.1,59.57,11.79,Net Banking,2023,Feb,2,Q1,19.79,,
ORD03192,2023-02-02,Ananya Iyer,Consumer,Notebook Pack,Office Supplies,Stationery,North,Delhi,2,12.55,0.3,17.57,1.2,Debit Card,2023,Feb,2,Q1,6.83,,
ORD03300,2023-02-02,Vivaan Singh,Consumer,Apple iPhone 13,Technology,Phones,East,Patna,5,621.61,0.15,2641.83,-25.06,Credit Card,2023,Feb,2,Q1,-0.95,,
ORD01743,2023-02-03,Kunal Bansal,Small Business,Dell 24-inch Monitor,Technology,Monitors,North,Chandigarh,3,186.55,0.25,419.74,3.08,UPI,2023,Feb,2,Q1,0.73,,
ORD02815,2023-02-04,Kiara Desai,Corporate,Notebook Pack,Office Supplies,Stationery,North,Lucknow,3,12.6,0.0,37.81,8.32,Net Banking,2023,Feb,2,Q1,22.0,,
ORD03394,2023-02-04,Diya Sharma,Consumer,Conference Table,Furniture,Tables,South,Coimbatore,4,417.14,0.15,1418.28,43.16,Credit Card,2023,Feb,2,Q1,3.04,,
ORD03862,2023-02-04,Arjun Nair,Small Business,A4 Copy Paper,Office Supplies,Paper,South,Kochi,2,6.4,0.0,12.79,2.95,UPI,2023,Feb,2,Q1,23.06,,
ORD00415,2023-02-05,Dev Agarwal,Small Business,Samsung Galaxy A54,Technology,Phones,West,Nagpur,4,326.36,0.05,1240.18,97.29,Debit Card,2023,Feb,2,Q1,7.84,,
ORD00650,2023-02-05,Diya Sharma,Corporate,Ball Pen Set,Office Supplies,Stationery,West,Nagpur,2,7.62,0.2,12.19,2.32,Debit Card,2023,Feb,2,Q1,19.03,,
ORD04075,2023-02-05,Sana Kapoor,Consumer,Conference Table,Furniture,Tables,West,Mumbai,5,446.83,0.3,1563.91,-57.63,UPI,2023,Feb,2,Q1,-3.68,,
ORD04542,2023-02-05,Ishita Gupta,Consumer,Bookshelf,Furniture,Storage,North,Chandigarh,2,115.15,0.15,195.75,17.62,UPI,2023,Feb,2,Q1,9.0,,
ORD00795,2023-02-06,Sana Kapoor,Consumer,Conference Table,Furniture,Tables,North,Delhi,8,425.3,0.0,3402.4,334.87,Credit Card,2023,Feb,2,Q1,9.84,,
ORD00972,2023-02-06,Maya Thomas,Small Business,Logitech Wireless Mouse,Technology,Accessories,South,Coimbatore,2,27.26,0.15,46.34,4.48,UPI,2023,Feb,2,Q1,9.67,,
ORD03642,2023-02-06,Riya Kulkarni,Consumer,HP Pavilion 15,Technology,Laptops,South,Bengaluru,1,666.31,0.15,566.37,60.24,Credit Card,2023,Feb,2,Q1,10.64,0.0,
ORD04430,2023-02-06,Aarav Mehta,Consumer,A4 Copy Paper,Office Supplies,Paper,East,Kolkata,1,6.37,0.05,6.06,1.07,UPI,2023,Feb,2,Q1,17.66,,
ORD00069,2023-02-07,Kabir Shah,Consumer,A4 Copy Paper,Office Supplies,Paper,West,Surat,2,6.18,0.05,11.75,2.78,UPI,2023,Feb,2,Q1,23.66,,
ORD00768,2023-02-07,Rohan Patel,Corporate,Bookshelf,Furniture,Storage,West,Mumbai,1,104.83,0.1,94.35,10.55,Net Banking,2023,Feb,2,Q1,11.18,,
ORD01729,2023-02-07,Kiara Desai,Corporate,Dell 24-inch Monitor,Technology,Monitors,South,Chennai,2,165.71,0.2,265.14,-3.33,Debit Card,2023,Feb,2,Q1,-1.26,,
ORD02080,2023-02-07,Meera Joshi,Consumer,Stapler,Office Supplies,Stationery,North,Chandigarh,8,8.7,0.15,59.18,9.33,UPI,2023,Feb,2,Q1,15.77,,
ORD02560,2023-02-07,Sana Kapoor,Corporate,Lenovo IdeaPad 3,Technology,Laptops,North,Chandigarh,2,527.42,0.2,843.88,9.13,Cash,2023,Feb,2,Q1,1.08,,
